Comments,Type
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
thanks for make easy.,
csv file link?,
thanks sir,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
understood everything at the same time it looks confusing unless we use it for practical application based dataframes.,
hi can you please help me with pivot in multiples sheet,
"if concat function gives all the data in proper manner and merge any type of data, than what is use or significance of merge function ??",
primavera p6 course ka full video please bnaye,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
thx you so much sir for this amazing playlist,
how to use groupby function in csv file,
why we have to use two variables x and y while  using for loop in groupby ?,
bhai woh pehla wala jor ka awaz dena jaruri hai kya?,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
perfect,
"hi my name is sumit srivastava we merge 3 data sets 1st is my overall where branch i&#39;d ,product i&#39;d and so on data n 2nd one is branch name data set where 2 column data 1st is branch i&#39;d n branch name and 3rd is product data where product i&#39;d n product name we required overall dta branch name by branch i&#39;d n product name by product i&#39;d but when i used merge function n lookpu left data branch name n product name my overall data sets row automatic increased i am very confused pls help(overall data set size is 56000 but when use merge function dataset row r 90000  it&#39;s not correct)",
sir maine aapke channel se youtube course kiya hai me apne channel par  khan sir dalta hu monetize me koi problem to nahi hoga,
sir please make a video with hydra doing brute force attack on instaplease sir,
free fire game ka i&#39;d ko hack kisa kra,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
successfully completed,
"completed all pandas class with my personal notes,thanks wscubetech team",
excellento. completed this course. wonderful,
congrats to everyone who has completed this course,
sir next video please ,
sir ji react native ke upar bhi koi series banao plz...,
is this last video of pandas or there are more videos ??,
thanks ,
u r a great sir thanks bye,
awesome video and explanation of real-life use of matrices!,
can you spend some time talking about computer graphics and how they are related to matrices .... i have been programming computer graphics and doing tutorials on it but have only touched on 2 dimensions and would be interested in some 3d info.,
"i just started algebra ii without the knowledge of matrices (really dumb move), but this playlist helped me a lot",
i never realized the depth of these lessons until i started following along,
the movie is mind blowing but i love the math way of the matrix as well :d,
"this is at the heart of all 3d games, alongside quaternions (shudders).  learn it because you&#39;ll need it.",
the one is the sum of a remainder of an unbalanced equation inherent to the programming of the matrix,
what if i told you khan academy is awesome?,
part 2: how matrices help you to dodge a bullet :),
"so, a matrix is the most compact way of representing numbers, and that&#39;s why it&#39;s used everywhere?",
"thank you khan, very very much!",
"ok, you&#39;re right :) but a notable favouritism for primes.  it was the primeness that struck me, really, but i said &#39;even&#39; because of the pi.  oh, sorry, zero is not a prime either!",
