Comments,Type
could you pls explain fit.transform vs transform in more details.,1.0
"typeerror: float() argument must be a string or a number, not &#39;standardscaler&#39;          i write same code like your but i am getting this error on there x_test = sc.transform(x_test)
will you help me",1.0
here we just saw how accurate a model can be...right ??,1.0
"its asking me for self parameter missing, what to do?",1.0
when is gradient decent coming,1.0
"why the hell you can&#39;t use an ide like vscode ..... what is this running in cmd ...!!!!!!!!!!?""(_(",1.0
hi...good attempt...i felt you need more in depth understanding of concepts...keep working...all the best..!,1.0
"good job from you programmingknowledge.  can use please, come up with linear and logistic regression tutorials.",1.0
thank you @programmingknowlegde,1.0
great,1.0
"in my case, the best_params change every time i re-run the code. also, they do not improve the accuracy value. i get a better value by trial and error of some random values. what can be done? is this works this way only or is it a glitch?",1.0
hi...i followed the same steps but i&#39;m getting different best parameters . can you please help?,1.0
awesome ,1.0
now since the model was overfitting in your example then how to fix the overfitting?,1.0
great teaching style.,1.0
where is tutorial 6 and 7,1.0
"one of the best tutorials of any data science course. organized, comprehensive, clear, progressive, starts with an implied agenda and objectives without stating them explicitly, and, most importantly, incidentally teaches best practice. it&#39;s difficult to get a more perfect short course.",1.0
"clear and direct to the fundamental of scikit learn, thanks a lot !",1.0
thanks  for your video.,1.0
excellent.,1.0
where is tutorial number 9 and 10 btw good work,1.0
thanks,1.0
ads after every 2 minutes are really irritating ,1.0
thanks ,1.0
it&#39;s been more than 5 years since i am following your channel through different phases of my career. you always ace it and i wanted to let you know that there was not a single time when your videos didn&#39;t help me in the past 5 years. thank you for all the work. you are the best teacher i&#39;ve ever had,1.0
"hi, have you ever implemented svm and linear regression via python,too? and put it on your channel?",1.0
thank you so much for this! it&#39;s really helpful and easy to follow!,1.0
"thank you so much for this tutorial, however, every tutorial i&#39;ve seen utilizes the iris dataset and real-world data does not come anywhere near that. could we get another example please?",1.0
thank you very much for a very well taught and presented video..,1.0
"i really appreciate your work on this, but i do hope you add subtitle to this and the upcoming videos.",1.0
"nicely done... ... but i did notice that you didn&#39;t actually use your newly-trained predictor on a single test x (vector) - this too is a common scenario, as not everyone uses knn for classifying batches of inputs ;-) ... a single test vector would take on this shape: test_x_2 = [[5.9, 3.0, 5.1, 1.8]]   <--- note the ""double"" dimension here - this is required...then the call to the predictor would simply look like this: y_test_pred_2 = classifier.predict(test_x_2)
y_test_pred_2and you would get: array([&#39;iris-virginica&#39;], dtype=object)so that y_test_pred_2[0] = ""iris-virginica"" :-) keep up the great videos ! -mark in north aurora il",1.0
best explanation bro... you deserve 1 million subs,1.0
how can we visualise the graph for the same? kindly explain,1.0
please explain the hyper tuning parameters as well,1.0
"if a give an input list for the knn algorithm to predict the classes of each element, how can i print out the list of inputs only belonging to a particular class?",1.0
can u post the link for the dataset ?,1.0
that helped loads .thanks,1.0
civil related data using prediction values,1.0
i keep getting a valueerror when trying to run the preprocessing block of code. any suggestions?,1.0
how can a new data point be pointed using previous data set??,1.0
bro please knn tool new version videos,1.0
the audio on the video is very low... pls try and adjust that,1.0
good explanation,1.0
thanks ,1.0
it is train_test_split,1.0
i did not understand what was the final output how it classify the object that in which classes it belongs??,1.0
ausome tutorial,1.0
which language is better nd more job... c# or php ... pls say me nd say me reason why better it ...,1.0
grafik lazm o nerede?,1.0
"whole world using same dataset,  same procedures !  how funny!  even some phd holders using same example! they don&#39;t have minimum creativity!",1.0
i dont understand this video ..infact i dont even know m of machine learning :/,1.0
blur video,1.0
how can we visualise the graph for the same? kindly explain,1.0
"can you explain about the terms in the classification report such as precision, recall, f1 score etc., in detail?",1.0
wow most wanted tutorial thanks a lot ,1.0
most awaited tutorial ,1.0
please teach how to use python in atmospheric physics,1.0
v good info,1.0
can u tell me neural network,1.0
sir your videos are really helpful and informative but sir pls make a video on algorithms throes are mostly used in competitive programming or programming olympiad  ,1.0
"sir, please you make videos on the neural network (with depth) using pytorch, tensorflow & keras . because your teaching technique is amazing.",1.0
"your videos are really helpful, but can you please try to make it simpler. sometimes we need only one or two concepts. so many terms are hard to understand",1.0
good luck! keep the work up,1.0
"i hate the fact that you dont get any views, you deserved more!",1.0
"very well, thank you for such a simple explanation.",1.0
requestimplementation of genetic algorithms for scheduling,1.0
thanx a lot,1.0
i waiting machine learning with ml.net c#.,1.0
,1.0
i don&#39;t get what are you talking about sir?,1.0
nice lecture   share code link,1.0
can&#39;t get the dataset link in the description,1.0
where&#39;s the dataset?,1.0
2th,1.0
please add flutter videos too,1.0
it&#39;s very hard to gain,1.0
"i have never understood why a linear regression was dubbed a part of the &#39;machine learning&#39; toolbox. there is no learning (i.e. more accurate predictions as the model is applied to another set of data. the model gets better with more data, but that is because of the properties of the estimator). indeed, we even have a closed-form solution for the linear regression : beta=(x&#39;x) *(x&#39;y) ^(-1)! any numerical optimization will therefore be inferior to it.i believe that one should simply say that ""linear regression is taken from econometrics"". granted, to deepen the body of knowledge in machine learning, one needs to start somewhere, but claiming that a linear regression is machine learning is, in my view, an overstatement. or is machine learning simply numerical optimization?",1.0
thanks for the explanation do you have a link for the notebook?,1.0
"let&#39;s grab a cup of tea, and learn",1.0
really helpful thanks,1.0
excelente. very good ,1.0
"lovely, thank you",1.0
what! python on the phone?! what is this unbelievable proclamation of power i hear?!,1.0
dear can you open apk as automatic with python without instaling application ?,1.0
"i am a microsoft employee in seattle usa. i feel humbled by your knowledge. i am learning things that i should have learnt 15 years ago, had i gotten a teacher like you. you deserve respect of the highest order",1.0
"hello mr. abdul bari, i am an italian computer science student. i am going to put you in my thesis the next year to thank you for your job. you taught me better than anyone else. it will be a honor to thank you at the end of my bachelor",1.0
"sir, you have not only helped a lot of students from around the globe, but also developed their interest in the course. your way of teaching is perfect. thank you!  god bless you! lots of love from across the border - pakistan. ",1.0
"this man got me a b+ in daa.  the gratitude that i feel is immeasurable and i hope that he gets everything he wants in life cos without him i would not have passed, much less with a b+.",1.0
"respect sir, i am currently pursuing for m.sc information science and i have just completed my first sem. i have only followed your lectures for algorithm and data structure and i have scored 9 out of 10 in that paper. from the bottom of my heart i really wana thank you for helping people like me who are unable to attend classes as we have to work to run our family and pay college fees.",1.0
"hi, i just passed my algorithms and data structures exam, and i could not have done it without these informative and well made lectures. i bought your c++ course both as a thank you and because i&#39;m interested in the language. thank you very much for helping us students better understand these subjects.",1.0
"thank you sir for everything you&#39;ve done here, this is truly a legendary youtube playlist that every cs major will watch at least once.",1.0
"summary:- an algorithm is a step-by-step process for solving a computational problem- a program is basically an implementation of an algorithm (one or more algorithms to be precise)- the algorithm is usually written by someone who has domain knowledge (this can be a specialist like a doctor, or the programmer himself) whereas the program is written by a programmer/software-engineer- the algorithm is analyzed (time/space complexity analysis) whereas the program is measured/tested",1.0
"i have taken this whole course, i feel you the best with what you are doing sir. thank you for making these videos available here! i wish to express a lot of respect/gratitude to you and your contribution to educating the needy students.",1.0
this is truly a service to all current and future computer scientist everywhere. thanks for your detailed and attentive approach. i&#39;m currently taking a course on algorithms and everyone in our class slack channel keeps recommending your videos because of their great quality. thanks again!,1.0
"dear teacher, i just started your course on youtube due to me failing previous coding challenges.. for the past few weeks i&#39;ve gotten a different view and approach to problems.. i want to thank you enough for all you do.. gracias",1.0
"after watching your lectures, i got interest of learning algorithms, earlier i had fear of algorithms. awesome lectures :)",1.0
"thank you so much, sir! no words to describe your contribution to my career. thank you so much",1.0
"i&#39;ve often felt completely out of the woods with cs in general, and algo seems like an impossible task for me. when i found your lectures, i think i must&#39;ve spent some time crying because i finally understood the concept (and realized i was not in fact, stupid). i have no words with which to thank you for these lectures!!!! i&#39;m gonna be a patreon for life :)",1.0
"dear prof. bari, you are simply amazing! the comfort and comprehensive manner you have is missed by some ivy league professors (i have studied under some). simply amazing! you make things simple and easy when there is no need to make things abstract.",1.0
"sir, i highly appreciate your videos. especially for us who aren&#39;t able to go to college, this is a great opportunities for us to learn an amazing skill. your teachings are clear, informative, and i feel confident knowing that i learned from you. please continue to teach us. i wish you great health. thank you, teacher.",1.0
you are not only teaching to students.... but also to young teachers that how to teach complex concepts in very simple manner... hats off to you sir..,1.0
"i just wanna thank you for all your efforts. your videos have helped me a lot to get a good mark at ds and algo at the university. i have not gone through all them, but only because not all of them were covered in our course. however, it is on my to do list, as they are really good.",1.0
"man, to be honest, this is by far the best algorithms introduction tutorial videos in the entire youtube. salute and huge thanks sir.",1.0
"abdul bari, you provide a superior quality of education than ivory league universities with big names and you make it available on youtube. not only you&#39;re a great teacher but also generous. i wish all my lecturers were half as good as you&#39;re! i like how down to earth and to the point your lectures are. thank you!",1.0
"thank you, sir. i watched most of your algorithm videos and i passed my reexam with a b. i wish i had a professor who taught as good as you. i&#39;m going to give the new freshmen a link to this.",1.0
"i am glad to have found your channel. i am really humbled by your job sir. the way you keep things short, precise and swift is commendable. thank you.",1.0
we are blessed to have your lectures for free of cost otherwise these lectures aren&#39;t available at any cost in my university and in my country as well  i pay thanks toyou and to  youtube for giving us a platform where you can deliver your knowledge and we can avail this opportunity sir you are very great personality. in simple words you are love,1.0
hello abdul! ... i dropped in while researching p vs. np and found your np-hard and np-complete lecture ... all i can say is wow ... you have done a brilliant job of explaining these concepts ... you do an excellent job of breaking everything down to its basic components and showing how the parts and the wholes are related ... i am now subscribed to your channel and will be downloading the rest of your lectures ... i cannot wait to go through them ... thank you for helping me have a better understand of programming ( i am noob after all) ... thank you for sharing with the rest of the world ... this is the great thing the internet does and can do to help make this a global community ... as harry tuttle (robert de niro) tells sam lowry  (jonathan pryce) in the movie &quot;brazil&quot; ... &quot;...we are all in it together&quot; ...,1.0
"i enjoy your videos and thank you for effectively communicating this important subject. algorithms and data structures are very important, especially in a world with growing amounts of data where optimal processing efficiency needs to be emphasised.",1.0
cleared the subject at first attempt...thank you so much sir...you are one of the best teachers i have come across...i hope more and more students will get to learn from you...keep up the good work... respect..,1.0
"i searched many websites and many youtube channels to learn algorithms .. but this channel , i think the most underrated youtube channel ... thanks for these amazing videos sir.. you are an absolute treasure to the students .. downloading all your playlists.  for the very first time youtube recommendation helped me  .. thank you so much sir",1.0
your explanation of connections of the algorithms and the different problems we can solve from them is really understandable and well settled in the mind. thanks a lot and i echo others... you deserve the respect of the highest order!!!,1.0
"abdul sir, your videos are so good that they have not only helped me to understand algorithms, but to also understand many areas of applied mathematics (numerical linear algebra, as the most clear and related example) as well. i had so many lightbulb moments while learning along with you. thank you for clear and patient instruction.",1.0
"i started randomly to watch some of your videos, and i found them really great then i got your udemy course to review my java, and then i understood some basic concepts that i didn&#39;t know really the reasons, all were &quot;aha moment&quot; for me. i just wanted to appreciate you and all the knowledge and effort that you shared with everybody.  please advise me for a &quot;spring-boot&quot; series tutorial with the same standard as yours.",1.0
sir... we want you to carry on this cause... you make us clear at each and every step....thank you so much...we are lucky to have you on this plateform.,1.0
i have a national programming competition and your lessons have helped me so much . god bless you and all dedicated teachers.,1.0
you are the best abdul sir. i have bought many courses online about data structure and your data structure course on udemy too. but your way is so brilliant to teach. i can understand yours so well. i also tried to follow some data structure books but no book is not as depth as your teaching.  thank you so much for both the data structure and algorithm courses. soon i will complete the data structure course and then will move to algorithm :),1.0
thank you so much for making this material understandable- its been invaluable this semester!!!!,1.0
hi sir.thanks for your courses. i have watched all videos on udemy related to ds and all algortihms in this youtube channel. it&#39;s very much useful for me during coding challenges and interviews. it would be great if you upload some more videos on string algoritms like tries and suffix trees.,1.0
"may allah bless you ,,,with the huge help of your lessons , i have got 92% in my &quot;analyze &amp; design algorithms&quot;  exam",1.0
man... indians are truly the best teachers ever,1.0
"i have never seen such a simple and lucid explanation of such topics. thank you, sir!  just subscribed!",1.0
sir i have completed this whole series and i wanna say i am greatly thankful to you for this wonderful course you provide us free of costsir when i will become self dependent i will make sure to repay you,1.0
best playlist on algorithms. helped me in my offline university exams. thank you so much sir for this playlist ,1.0
"hello abdul bari sir. this is a thank  you note from my side. due to your playlist on algorithm design and analysis, i was able to top in my class. you are really awesome.   sir you made this subject a piece of cake. thanks a lot sir. god bless you !!! ",1.0
i purchased both of your courses on udemy just to support you. thank you so much for your lectures.,1.0
"hello sir. good evening. such an excellent explanation sir. i&#39;m very happy to have indian explaining topics this clearly. you really deserve the respect of the higher-order sir. hats off sir. respect from warangal, telangana.",1.0
sir you are just amazing...words are far too low to applaud your work. keep  uploading more videos on other topics as well,1.0
"hello sir, i am from pakistan. i am a bsc cs student, and your lectures are in more depth and provide phenomenal explanations. you have thought me better than my teacher. i am so glad that i found your channel. thank you for sharing your knowledge with us.",1.0
this is the most complete and easiest video series of algorithm i ever found. thank u sir to make these so easy and comfortable,1.0
awesome explanation sir! incredibly helpful lecture. millions of thanks to your sir. i&#39;m going to watch the whole playlist.,1.0
you are a great teacher sir!!you explain complex things in a very simple and understandable manner!,1.0
"an excellent course on algorithm. i am studying in ms computer science. it was the core course in our curriculum.  our professor taught us in very pathetic way. one of my friend told me about you. soon after i started watching you lectures and completed all course only by watching  your videos. i honestly appreciate your efforts, and thanks from the core of my heart. you really deserve great respect.  great teacher, great teaching style, excellent understanding, in depth knowledge sharingi owe you my ms.love from pakistan",1.0
"hi abdul, firstly i want to say thank you for all of the content that you have put out on youtube as it has helped me a lot with my studies at university. i do have a request with something that i m struggling with which is actually designing an algorithm for a certain scenario. an example question where i struggle is the following:q) design an algorithm that for a given planar graph g = (v, e) finds a maximum independent set in g in time 2^o(sqrt(n)).if you could please make video where you help us to solve these kinds of problems then that would be much appreciated. thank you!",1.0
"thank you so much sir for creating this playlist. because you&#39;re such a great teacher, i bought your course on udemy.",1.0
"respect from my deepest heart sir....the way you made these video simple....you have helped thousands of student..these students will write code ,work for many companies...in a way our their work contains your given knowledge....thank you on behalf of all the students...",1.0
"i&#39;m humbled to see your playlist and your way of explanation is awesome. i&#39;m beginner in programming and want to crack coding interviews of python. could you please help us understand basics like arrays, lists, string manipulation programming asked in interviews.",1.0
"thank you mr. abdul bari, i wish there were more teachers like you who would put time and effort in their lessons to make other people understand the concepts of programming. i believe this is what is lacking in school nowadays especially here in the philippines where most teachers are uninspired by their jobs and ends up affecting the learning of the students as well.",1.0
"this is whom we call an efficient teacher, your brilliance made this topic very easy. thanks.",1.0
"hello sir,  i am taking your udemy  courses , those are great! thank  you!  do  you  have a  plan to  start advanced courses like cloud computing , machine learning etc in  udemy?",1.0
"sir,your lecture is so helpful. please carry your lectures till the last lessons of cse.i am following you from past months and your lessons helped me a lot.thanks sir",1.0
"excellently explained. just 2 min into the video, i realized that the content has been delivered in a very precise and clutter-free manner. loved it!!! stay blessed!!!",1.0
thank you sir for making algorithm so simple and easy!! ur approach of teaching is just awesome!,1.0
"respected sir, i am mother of two and due to which i had to take career break for 6 years. i worked in it industry for 7 years before taking break. it was very tough to enter into workforce after career break. your youtube videos and udemy course on data structures helped me a lot to get my job after break. thank you from the bottom of my heart!",1.0
thank you so much for making this course sir. i was able to write my daa semester well because of this.i wholeheartedly thank you from myside and gitam visakhapatnam side.,1.0
ma sha allah great sir may allah gave you ajar of this. these tutorials will helping not only students but professionals too great work...,1.0
"dear mr. abdul bari, many congratulations for all your efforts in creating these type of content. very confident and effective way of teaching. please keep up the good work. thanks",1.0
salam alaikom sir. your lectures are great..simplicity is everything..you make these so simple!,1.0
"hello sir, your videos are really amazing. the way you teach the concepts is unique. it really helps me to understand the subjects especially algorithms. sir, it&#39;s a request please upload some more videos based on computer science subjects.",1.0
your videos are quite helpful to learn new things and sometimes to revise several contents. can we have a data structure course?,1.0
finally found best playlist to learn this subject. thanks for your efforts ,1.0
"hi sir, your teaching delivery is really awesome. sir more basic topic (like-data structure,design and analysis of algorithm,operating system,compiler design,theory of computation,and so on)  i want to hear at your end . thank you...!",1.0
"i would like to thank you sir for sharing this wonderful set of video series on algorithms, by watching your videos i could cleared my computer science m.sc. part i, thanks a lot sir, hats off to you and god bless you.",1.0
great sir. recently i find a great interest in dsa for knowledge building and your lesson are just great.,1.0
"i am glad that i found you with such an awesome series like this.. you literally saved me and my classmates assyour teaching is exclusive whatever sums you taught were on the paper, mumbai university 2018i hope that you may be making more video series like this",1.0
i was wandering around until now for 3 years to get the perfect book or course about algorithms you deserve more than thank youthank you sir!,1.0
amazing teaching sir.... greatest teacher in have ever come across in ma. lyf,1.0
abdul has put together a really great lecture series. fantastic work and greatly appreciated!,1.0
best the algorithm teaching on youtube! i&#39;m a software engineer as well and just felt so fresh and renewed how you teach in this topic and i&#39;ve never had it before from school.,1.0
the best. the way you teach is so comfortable to understand.  you sir are a celebrity among us cs undergrads.,1.0
"i can&#39;t even explain how much you are helping me with my exams,  thanks a lot !!",1.0
even after moving to graduate studies. i always come back to your videos to learn more and more through your great explanation thank you so much for helping all people around the globe through sharing your knowledge.,1.0
"sir i did your c++ course on udemy, let me tell you that your teaching style is great and your efforts in teaching the subject is unmatched.  for algorithms i referred to only 2 courses - tim roughgarden, stanford and your course. it is great to have teachers like you in india. may god bless you with all the happiness in your life for this great work you&#39;r doing.",1.0
i really like your teaching style. please continue teaching us. ps: the ds course of udemy works very well with this,1.0
wow...! thrilled... remembering the classroom days attending your lectures...! please continue marking these wonderful videos!!!,1.0
"saved my final exam,will not just thank him. whoever looking for this type of tutorial before 2/3 days of exam.. yes, it is the place.learned everything needed for algorithm exam. may allah bless u and ur health abdul bari sir  .",1.0
"sir, you are a life savior....great respect for you sir",1.0
"you are a wonderful teacher, best of the bests!  i have learned so much from your videos, please keep posting. thank you so much!",1.0
man why didn&#39;t i find you earlier! you are the professor i didn&#39;t know i needed.,1.0
thank you so much sir . after a long search on youtube about algorithm tutorials in detail finally i found a great teacher ,1.0
sir your videos are so amazing i just love your course ...i needed this so much at the time of lockdown ,1.0
"sir, you are great!!!! i love the way you teach. thank you for providing these videos to the world.",1.0
great appreciation to your hard work for the easy explanation of complex things.thankyou sir.!!#respect,1.0
"you are doing a great job in these lessons. audio, video and explanation excellent. thank you",1.0
"sir can you please post videos on the following topics: 1. flow shop scheduling2. randomised algorithms3. amortized analysis of skew heaps, avl trees and self organizing trees.4. pram algorithms",0.0
a huge respect for u sir...u are doing a great job,1.0
"sir.u r great ,kindly record a lecture on how to make post order when others two orders are given in binary search tree.i m confuse b/c different lectures and different method i watched on youtube .and then i apply on  same tree the answer was different.my exams will be start.kindly record a lecture on this topic",1.0
"thank you sir , best course for algorithm given by you , why best because i have listened to 4-5 youtubers and i found that this is the best course in less time with effective content.  sir i request you to please upload more video for other subjects also.",1.0
"you are a great lecturer sir, respect to you . thank you very much",1.0
dear sir bundle of thanks for understanding algorithms techniques in easy way. to explain via practical examples is fascinating . intoxicated from your videos i wanna to buy online course regarding &quot;c++  course&quot; on udemy but  facing a problem of signup.when i fill the basic information it show me &quot;an unknown error occurred&quot;. kindly reply me how to access and buy the online course related to c++ .waiting for your positive response.,1.0
such a selfless work... thank you so much sir for this playlist...hope one day i&#39;ll be able to pay all debt to you god bless you :) :),1.0
awesome video.perfect video and sound quality.the way you teach is awesome. easy to understand.i&#39;m quite eager to attend your classes.,1.0
hello professor. i bought both of your courses on the udemy. i am watching them and so far they are amazing. thank you so much,1.0
"thank you very much, sir. you are a blessing. a true gem.",1.0
your explanations are too good n clear to understand ..thanks  ..hoping to get more videos related to data science .,
"hello, can i get the test.csv file for practice?",
please provide complete data analysis course.,
pls do the whole series,
nice explanation .,
data analysis using python course please,
please complete data analyst course,
amazing yrr,
good,
bhai bahoot muskil se dubara ye video mili h,
channel low me ja raha hai ,
how to find stolen mobile if it is switched off.,
"after watching your video i understood all chapters in python thank you vary much sir i never forget you, you clear all point of doubts very easily,",
"sir at 13:56, you are saying we can perform ops, but its showing nan isn&#39;t there suppose to be a value, if no then how can we place there",
easy to understand,
thankuuuuuuuuuuuuuuu,
at 14:05 dtype of s1 and s2 is int but why their sum is of float value,
nice,
how to makesdata structures if there is specifically any software please tell me guys humble request. how i arrange data in a particular place,
bhi wifi password ka app batow plzzzzzzz,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
can we change columns key in dataframe,
osm sir ,
good,
nice bro,
nice,
sar whatsapp aur gmail kaise check karen iska pura video provide karen,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
very nice ,
make video on maths for data science,
sir it occur error in py charm,
python turtle please sir,
paid promotion,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
"sir, your video is very good.",
can you show how to insert and delete a row also? you hv showed only inserting n deleting columns.,
big data mei kese insert kre bro,
zoom screenminimize your face,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
"great approach with the best learning method in all video(s) by wscubetech team, wishes from my heart.",
i love this channel.  wscube tech. is not only a youtube channel it is great platform for us . and our upcoming future.,
nice work,
perfect,
you are creating new files. can&#39;t to_csv overwrite data?,
big fan,
teen patti h....,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
sir is csv file ko aap description me link de diziye,
i am not able to convert the excel file into csv file . it give me a error that file not found but even that file is exactly present at that particular location. can you please help me,
bhaiya intro ki sound thori km rakho.......,
without csv fie kese try kre please upload kr diziye is csv file ko ,
hello sir i want a help plz help me,
are bheya mera one problem he please bheya help me me jab lekhata hu instabot ea error dekhatahe please help ap ka insta i&#39;d do,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
thank you so much sir ,
it will be better if you provide dataset link,
complete full stack course details plz,
sir please could tell me why my csv file is not  running,
plz provide these csv files,
bjg the nice,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
"i respect everyone who were involved in this, seriously the best piece that i&#39;ve ever seen on youtube. hats off to you all! love your video! ",
thank you sir ,
"thank you sir, very help full vdo",
best toturials ever seen on panda  library,
,
sir ye data to provide kra dedete practice krne k liye,
"how we can get duplicate content in a column. like ram, shyam, mohan, ram, sandeep. what is the code to find ram. in a column and repetition value. like ram name is 2 times.",
"nasha krke padha rhe kya?.. kuch bhi bol rhe -_-column ko set, set ko row... volume of value... wo to hmlog ko dikh rha kya ho rha bs isiliye samajh aa rha vrna aap bhi padh kr dekh kar and band chiz bol de rhe bs -_-backslash escape sequence character isiliye usko lgate hai itna bhi nhi pta har jagah nhi lgate bs unhi jagah lgate hai jo code work krta hai -_-3 dropna me default parameter hai to pta nhi kaise samjha rhe.. bss jo dikh rha bol de rhe",
sir apne null value or missing value ko handle karna to btaya ni,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
thanks for make easy.,
csv file link?,
thanks sir,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
understood everything at the same time it looks confusing unless we use it for practical application based dataframes.,
hi can you please help me with pivot in multiples sheet,
"if concat function gives all the data in proper manner and merge any type of data, than what is use or significance of merge function ??",
primavera p6 course ka full video please bnaye,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
thx you so much sir for this amazing playlist,
how to use groupby function in csv file,
why we have to use two variables x and y while  using for loop in groupby ?,
bhai woh pehla wala jor ka awaz dena jaruri hai kya?,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
perfect,
"hi my name is sumit srivastava we merge 3 data sets 1st is my overall where branch i&#39;d ,product i&#39;d and so on data n 2nd one is branch name data set where 2 column data 1st is branch i&#39;d n branch name and 3rd is product data where product i&#39;d n product name we required overall dta branch name by branch i&#39;d n product name by product i&#39;d but when i used merge function n lookpu left data branch name n product name my overall data sets row automatic increased i am very confused pls help(overall data set size is 56000 but when use merge function dataset row r 90000  it&#39;s not correct)",
sir maine aapke channel se youtube course kiya hai me apne channel par  khan sir dalta hu monetize me koi problem to nahi hoga,
sir please make a video with hydra doing brute force attack on instaplease sir,
free fire game ka i&#39;d ko hack kisa kra,
"hey, thanks for watching! wed love to know your thoughts/doubts here in the comments.
for professional self-paced certification courses (pre-recorded), visit: https://bit.ly/pre-recorded-course 
dont forget to subscribe to our channel for more such videos & valuable content: https://bit.ly/youtube-wscubetech",
successfully completed,
"completed all pandas class with my personal notes,thanks wscubetech team",
excellento. completed this course. wonderful,
congrats to everyone who has completed this course,
sir next video please ,
sir ji react native ke upar bhi koi series banao plz...,
is this last video of pandas or there are more videos ??,
thanks ,
u r a great sir thanks bye,
awesome video and explanation of real-life use of matrices!,
can you spend some time talking about computer graphics and how they are related to matrices .... i have been programming computer graphics and doing tutorials on it but have only touched on 2 dimensions and would be interested in some 3d info.,
"i just started algebra ii without the knowledge of matrices (really dumb move), but this playlist helped me a lot",
i never realized the depth of these lessons until i started following along,
the movie is mind blowing but i love the math way of the matrix as well :d,
"this is at the heart of all 3d games, alongside quaternions (shudders).  learn it because you&#39;ll need it.",
the one is the sum of a remainder of an unbalanced equation inherent to the programming of the matrix,
what if i told you khan academy is awesome?,
part 2: how matrices help you to dodge a bullet :),
"so, a matrix is the most compact way of representing numbers, and that&#39;s why it&#39;s used everywhere?",
"thank you khan, very very much!",
"ok, you&#39;re right :) but a notable favouritism for primes.  it was the primeness that struck me, really, but i said &#39;even&#39; because of the pi.  oh, sorry, zero is not a prime either!",
"i think that as long as everyone understands, spelling shouldn&#39;t really matter.",
i thought this was going explain a theory of life in &quot;the matrix&quot;. so psyc courses do cover it,
 ,
holy crap the first minute of google autotranslation was almost spot on.,
"that&#39;s all fine and nice sal, but no one can be told what the matrix is, you have to see it for yourself",
when you know matrices...you won&#39;t need to.,
"i needed some help with my algebra 1 class on this topic (i was absent) and i saw this and read pre calculus, i&#39;m not supposed to take pre calc for 3 more years-",
i have a circuit design book from college it introduces somethin about circuits and programming or somethin idk maybe this stuff will help me understand it better i dunno ,
99% comments - matrix movie jokes0.9% - more matrix jokes0.1% - this matrix joke,
"you know whats funny, this doesnt have spanish subtitles",
probably linear algebra.,
which playlists is this a part of?,
i cant believe they put pre calculus stuff on my tests...,
what the difference between a matrix and array?,
"why cant i hear audio on this video and others on khan channel?, it seems to be only khan academy where  audio isnt working. using chrome.btw other vids from other channels working perfectly fine.thx ",
i know it. he is the one!,
"what has he got against even numbers? 
",
"there is a mistake in this video: only one matrix movie exists.
one movie and some relly bad errors from the same authors.",
obligatory &quot;the matrix didn&#39;t have any sequels&quot; joke,
